Year,Country,id,HappinessRank,HappinessScore,Economy,Family,Health,Freedom,Generosity,Trust
2019,Tunisia,TUN,124,4.461,0.921,1,0.815,0.167,0.059,0.055
2019,Bangladesh,BGD,125,4.456,0.562,0.928,0.723,0.527,0.166,0.143
2019,Iraq,IRQ,126,4.437,1.043,0.98,0.574,0.241,0.148,0.089
2019,Congo (Kinshasa),COD,127,4.418,0.094,1.125,0.357,0.269,0.212,0.053
2019,Mali,MLI,128,4.39,0.385,1.105,0.308,0.327,0.153,0.052
2019,Sierra Leone,SLE,129,4.374,0.268,0.841,0.242,0.309,0.252,0.045
2019,Sri Lanka,LKA,130,4.366,0.949,1.265,0.831,0.47,0.244,0.047
2019,Myanmar,MMR,131,4.36,0.71,1.181,0.555,0.525,0.566,0.172
2019,Chad,TCD,132,4.35,0.35,0.766,0.192,0.174,0.198,0.078
2019,Ukraine,UKR,133,4.332,0.82,1.39,0.739,0.178,0.187,0.01
2019,Ethiopia,ETH,134,4.286,0.336,1.033,0.532,0.344,0.209,0.1
2019,Swaziland,SWZ,135,4.212,0.811,1.149,0,0.313,0.074,0.135
2019,Uganda,UGA,136,4.189,0.332,1.069,0.443,0.356,0.252,0.06
2019,Egypt,EGY,137,4.166,0.913,1.039,0.644,0.241,0.076,0.067
2019,Zambia,ZMB,138,4.107,0.578,1.058,0.426,0.431,0.247,0.087
2019,Togo,TGO,139,4.085,0.275,0.572,0.41,0.293,0.177,0.085
2019,India,IND,140,4.015,0.755,0.765,0.588,0.498,0.2,0.085
2019,Liberia,LBR,141,3.975,0.073,0.922,0.443,0.37,0.233,0.033
2019,Comoros,COM,142,3.973,0.274,0.757,0.505,0.142,0.275,0.078
2019,Madagascar,MDG,143,3.933,0.274,0.916,0.555,0.148,0.169,0.041
2019,Lesotho,LSO,144,3.802,0.489,1.169,0.168,0.359,0.107,0.093
2019,Burundi,BDI,145,3.775,0.046,0.447,0.38,0.22,0.176,0.18
2019,Zimbabwe,ZWE,146,3.663,0.366,1.114,0.433,0.361,0.151,0.089
2019,Haiti,HTI,147,3.597,0.323,0.688,0.449,0.026,0.419,0.11
2019,Botswana,BWA,148,3.488,1.041,1.145,0.538,0.455,0.025,0.1
2019,Syria,SYR,149,3.462,0.619,0.378,0.44,0.013,0.331,0.141
2019,Malawi,MWI,150,3.41,0.191,0.56,0.495,0.443,0.218,0.089
2019,Yemen,YEM,151,3.38,0.287,1.163,0.463,0.143,0.108,0.077
2019,Rwanda,RWA,152,3.334,0.359,0.711,0.614,0.555,0.217,0.411
2019,Tanzania,TZA,153,3.231,0.476,0.885,0.499,0.417,0.276,0.147
2019,Afghanistan,AFG,154,3.203,0.35,0.517,0.361,0,0.158,0.025
2019,Central African Republic,CAF,155,3.083,0.026,0,0.105,0.225,0.235,0.035
2019,South Sudan,SSD,156,2.853,0.306,0.575,0.295,0.01,0.202,0.091
